id,species,n.counted,n.measured,n.total
56777,23,25,25,50
56777,28,29,29,58
56779,1,0,75,75
56779,9,0,12,12
56780,1,0,295,295
56781,2,2996,290,3286
56781,28,88,11,99
56782,3,0,48,48
56782,9,0,34,34
56782,60,712,197,909
56379,28,92,37,129
56380,2,0,7,7
56380,12,0,7,7
56380,60,0,24,24
56381,9,0,26,26
56381,28,0,73,73
56382,3,0,5,5
56383,2,275,266,541
56384,12,0,5,5
56385,1,0,2,2
56385,5,83,76,159
56385,9,0,13,13
56386,1,0,4,4
56387,2,1444,485,1929
56388,2,0,321,321
56388,28,0,16,16
56389,1,0,5,5
56390,2,0,145,145
56390,28,0,1,1
56391,3,0,1,1
56391,12,0,1,1
56391,60,0,78,78
56392,1,0,11,11
56393,2,571,225,796
56393,9,0,22,22
56393,28,0,51,51
56394,5,0,6,6
56395,5,0,12,12
56396,1,0,79,79
56396,9,0,10,10
56397,3,0,6,6
56397,28,0,35,35
56398,1,92,272,364
56398,9,0,17,17
56398,28,72,36,108
56399,60,234,93,327
56400,1,0,86,86
56400,60,0,7,7
56401,2,73,163,236
56401,9,0,6,6
56402,1,0,178,178
56402,28,0,126,126
56403,5,0,41,41
56403,28,0,53,53
56404,1,0,17,17
56404,5,0,3,3
56404,12,0,8,8
56405,1,0,37,37
56405,9,0,11,11
56406,2,270,203,473
56407,5,0,56,56
56407,28,0,93,93
56784,1,0,11,11
56784,5,0,47,47
56786,2,0,93,93
56408,2,89,157,246
56408,9,0,16,16
56409,1,0,332,332
56409,12,0,16,16
56410,12,0,5,5
39528,1,3168,298,3466
39524,5,0,228,228
39518,28,0,154,154
39521,1,0,205,205
39521,5,0,308,308
39521,23,0,9,9
39515,9,0,65,65
39515,23,0,1,1
39517,28,68,222,290
39512,2,0,20,20
39512,28,0,201,201
39515,1,0,448,448
39515,5,0,355,355
39509,5,0,118,118
39505,5,0,145,145
39505,23,0,48,48
39505,28,0,103,103
39464,60,0,97,97
39462,60,0,43,43
39463,3,0,15,15
39464,2,0,55,55
39461,3,0,6,6
39462,2,0,42,42
39459,28,0,83,83
39460,2,0,52,52
39456,5,891,149,1040
39457,12,0,2,2
39458,1,0,39,39
39452,12,0,9,9
39452,60,0,16,16
39453,60,129,98,227
39450,28,0,12,12
39451,3,0,2,2
39449,1,0,4,4
39449,5,399,105,504
39449,9,0,2,2
39447,1,0,3,3
39447,5,0,98,98
39447,28,0,72,72
39448,1,0,3,3
38929,1,0,198,198
38929,12,0,5,5
35905,3,0,1,1
35905,23,0,2,2
35552,1,0,3,3
35553,2,462,231,693
35553,9,0,17,17
35555,3,0,11,11
31861,60,0,177,177
31862,5,3640,260,3900
31863,9,0,3,3
31863,28,0,11,11
31864,3,0,1,1
31865,1,0,3,3
31866,60,0,51,51
31867,3,0,20,20
31869,2,0,35,35
31869,12,0,2,2
31870,3,0,8,8
31870,12,0,3,3
31871,1,0,3,3
31872,60,30,15,45
31873,3,0,6,6
31875,3,0,8,8
31875,12,0,2,2
31876,2,0,120,120
31876,9,0,4,4
31876,28,0,36,36
31878,3,0,18,18
31878,9,0,3,3
31879,1,0,29,29
31879,9,0,1,1
31880,28,0,84,84
31881,9,0,70,70
31881,23,0,94,94
31882,60,0,203,203
31884,1,0,81,81
31885,5,0,1248,1248
31885,60,0,33,33
38929,60,0,12,12
38926,60,0,1,1
38927,3,0,7,7
38927,12,0,17,17
38922,2,0,4,4
38925,1,0,45,45
38919,60,0,10,10
38920,5,0,166,166
38920,12,0,3,3
38920,28,0,3,3
38917,1,0,375,375
38918,1,345,525,870
38914,2,0,7,7
38914,28,0,12,12
38915,1,0,545,545
38915,9,0,27,27
38911,28,0,22,22
38912,2,0,21,21
38912,60,0,13,13
38913,3,0,1,1
38909,1,961,523,1484
38909,9,0,4,4
38910,1,0,51,51
38910,9,0,2,2
38904,12,0,34,34
38906,28,0,26,26
38902,1,0,390,390
38899,5,0,8,8
38899,12,0,2,2
38896,5,0,31,31
38897,1,0,71,71
38893,28,0,49,49
39446,2,176,318,494
39443,1,0,34,34
39443,60,0,43,43
35908,5,0,25,25
35937,3,0,2,2
35937,28,0,8,8
35938,2,256,164,420
35938,12,0,1,1
35939,60,0,1,1
35940,3,0,2,2
35940,9,0,11,11
35941,5,0,137,137
35941,9,0,41,41
35943,2,0,143,143
35944,9,0,20,20
35945,60,0,2,2
35946,2,0,236,236
35946,9,0,13,13
35947,3,0,2,2
35948,1,0,74,74
35948,9,0,20,20
35949,5,0,66,66
35949,23,0,29,29
35951,2,0,56,56
35951,23,0,63,63
35952,5,0,230,230
35954,1,0,81,81
35954,12,0,3,3
35954,23,0,7,7
35955,2,0,16,16
35956,28,0,5,5
35957,3,0,1,1
35957,9,0,5,5
35960,2,0,3,3
35962,1,0,11,11
35963,2,0,7,7
35964,3,132,408,540
35964,9,0,28,28
35965,12,0,4,4
35966,23,0,4,4
35967,1,0,39,39
35968,1,0,84,84
35555,9,0,3,3
35556,3,0,18,18
35557,28,61,0,61
35558,1,0,2,2
35558,12,0,8,8
35559,9,0,1,1
35559,60,1003,178,1181
35560,23,136,34,170
35563,1,0,3,3
35563,5,0,8,8
35563,23,0,1,1
35565,60,56,28,84
35566,5,0,40,40
35566,12,0,20,20
35568,9,0,12,12
35569,2,2400,241,2641
35570,1,0,4,4
35571,28,0,31,31
35571,60,0,64,64
35572,28,0,4,4
35573,2,0,445,445
35573,9,0,88,88
35660,2,0,56,56
35661,5,0,52,52
35663,28,0,119,119
35664,2,4,7,11
35664,12,0,3,3
35665,1,0,165,165
35666,5,0,81,81
35668,2,0,1,1
35669,1,0,11,11
35670,12,0,8,8
35674,5,0,144,144
35675,2,0,4,4
35675,12,0,24,24
35675,28,0,261,261
35678,5,55,192,247
35678,28,28,115,143
31985,2,0,130,130
31987,5,183,212,395
31987,9,0,8,8
31988,5,3097,199,3296
31989,9,0,3,3
31990,1,0,6,6
31990,9,0,17,17
31992,3,0,3,3
31992,9,0,65,65
31993,5,1385,207,1592
31994,9,0,84,84
31995,2,0,279,279
31995,9,0,24,24
31997,1,0,10,10
31997,9,0,18,18
31997,23,0,23,23
31998,2,0,29,29
32000,1,0,298,298
32000,28,0,13,13
32001,1,0,356,356
32003,2,572,61,633
32003,28,201,116,317
32004,9,0,3,3
32006,3,0,3,3
32632,28,0,114,114
32633,1,0,304,304
32633,28,0,9,9
32634,5,0,137,137
32634,12,0,42,42
32636,9,0,46,46
32637,2,0,11,11
32637,12,0,12,12
32638,1,0,125,125
32640,2,200,219,419
32640,9,0,6,6
32644,1,0,468,468
32644,9,0,8,8
32646,9,0,10,10
32647,1,0,203,203
32648,5,0,90,90
32648,28,0,135,135
32650,23,0,1,1
32651,9,0,2,2
32652,3,0,1,1
32654,3,0,3,3
32654,12,0,9,9
32657,1,809,215,1024
32658,12,0,2,2
32659,1,0,39,39
32660,12,0,26,26
32661,1,0,100,100
32661,23,0,2,2
32662,5,276,162,438
32664,3,0,4,4
32664,12,0,11,11
32665,1,0,126,126
32665,12,0,3,3
32667,1,268,401,669
32667,12,0,2,2
32668,5,379,296,675
32669,1,267,435,702
32670,5,0,276,276
32671,12,0,71,71
32671,28,0,138,138
32672,5,178,233,411
32674,28,0,265,265
32677,2,0,1,1
32679,28,0,197,197
32680,28,0,146,146
32681,2,0,8,8
32684,23,0,1,1
32685,5,0,23,23
32006,60,0,28,28
32007,5,0,135,135
32008,60,0,29,29
32009,5,0,203,203
32009,28,0,114,114
32010,2,0,284,284
32011,5,0,181,181
32011,60,0,10,10
32014,9,0,130,130
32014,60,932,195,1127
32015,5,264,153,417
32016,12,0,26,26
32017,9,0,12,12
32019,2,0,84,84
32019,12,0,2,2
32022,12,57,3,60
32023,1,0,1,1
32025,5,0,69,69
32025,12,0,2,2
32026,3,0,17,17
32028,2,0,123,123
32028,12,99,33,132
32029,2,0,455,455
32031,23,28,2,30
32032,2,0,2595,2595
32032,12,7,1,8
32035,2,207,23,230
32036,9,0,10,10
32036,28,754,29,783
32037,2,224,55,279
32039,2,0,2587,2587
32039,5,83,83,166
32040,1,0,3,3
32041,9,0,2,2
32041,28,0,21,21
32044,3,0,42,42
32046,1,0,15,15
32047,3,0,2,2
32049,2,0,15,15
32049,60,75,73,148
32050,3,0,27,27
32051,5,162,120,282
32051,28,0,7,7
32686,1,0,150,150
32688,2,0,23,23
32688,9,0,1,1
32689,1,0,391,391
32689,12,0,5,5
32689,23,0,8,8
32691,12,0,35,35
32693,2,0,143,143
32696,12,0,45,45
32697,2,0,2,2
32697,12,0,10,10
32698,5,0,290,290
32701,1,0,358,358
32701,9,0,7,7
32702,2,0,94,94
32704,23,0,3,3
32705,1,0,210,210
32705,23,0,5,5
32707,23,0,1,1
32708,12,0,2,2
32709,2,667,372,1039
32711,9,0,4,4
32712,1,0,121,121
32712,12,0,5,5
32713,2,0,3,3
32715,5,0,132,132
32715,12,0,13,13
32716,3,0,2,2
32718,28,232,290,522
32719,5,0,66,66
32720,5,0,227,227
32722,1,0,68,68
32722,28,0,80,80
32723,9,0,2,2
32726,12,0,10,10
32726,28,0,63,63
32727,3,0,1,1
32727,12,0,17,17
32727,28,0,88,88
32729,28,0,108,108
32730,5,409,128,537
32730,23,0,3,3
32732,28,0,8,8
32733,9,0,42,42
32733,28,0,119,119
32734,5,173,157,330
32052,2,0,273,273
32054,2,0,15,15
32054,28,0,4,4
32055,28,0,15,15
32179,5,363,185,548
32179,23,0,29,29
32180,3,0,1,1
32180,9,0,20,20
32181,28,0,97,97
32056,60,0,27,27
32057,28,0,52,52
32058,2,0,530,530
32059,28,136,73,209
32060,2,0,469,469
32062,2,0,55,55
32062,28,0,98,98
32064,2,0,13,13
32067,12,0,1,1
32069,1,0,5,5
32070,2,0,2,2
32071,60,0,99,99
32074,3,0,1,1
32074,12,0,2,2
32075,3,0,1,1
32076,12,0,5,5
32078,28,0,49,49
32079,2,0,115,115
32081,2,0,1242,1242
32082,1,0,13,13
32082,5,447,203,650
32083,23,0,1,1
32083,28,213,71,284
32084,2,0,563,563
32086,28,187,17,204
32087,2,396,132,528
32087,9,27,9,36
32089,3,4,1,5
32089,28,16,4,20
32092,5,378,164,542
32092,12,0,1,1
32094,12,0,1,1
32095,3,0,7,7
32095,28,0,7,7
32097,23,3,1,4
32098,1,0,7,7
32098,9,0,18,18
32098,28,0,28,28
32100,1,0,6,6
32100,60,0,75,75
32101,5,406,204,610
32102,60,30,22,52
32103,5,420,96,516
32103,12,0,1,1
32104,1,0,15,15
32105,5,168,102,270
32105,12,0,1,1
32106,1,0,7,7
32106,9,0,4,4
32107,60,0,20,20
32108,60,0,14,14
32154,23,0,1,1
32154,28,0,235,235
32155,1,0,70,70
32155,9,0,8,8
32155,23,0,1,1
32157,9,0,7,7
32157,28,0,2,2
32158,9,0,14,14
32158,28,0,2,2
32159,3,0,48,48
32161,2,0,195,195
32161,28,0,27,27
32162,1,0,83,83
32163,12,0,1,1
32163,28,0,42,42
32164,3,0,3,3
32164,23,0,2,2
32166,3,0,2,2
32166,12,0,4,4
32166,28,0,12,12
32167,2,313,257,570
32168,1,0,206,206
32169,12,0,2,2
32169,28,0,27,27
32170,2,0,88,88
32171,2,0,21,21
32171,12,0,7,7
32173,1,0,74,74
32173,9,0,81,81
32176,5,0,2,2
32177,1,0,59,59
32177,5,0,16,16
32177,23,0,33,33
32182,1,0,16,16
32182,9,0,48,48
32183,5,425,319,744
32184,9,0,215,215
32185,1,0,10,10
32186,5,209,189,398
32187,23,0,13,13
32188,5,0,65,65
32188,23,0,19,19
32189,1,0,24,24
32189,9,0,15,15
32189,28,0,35,35
32190,28,0,24,24
32190,60,0,7,7
32191,3,0,1,1
32192,2,0,6,6
32193,1,0,11,11
32193,28,0,37,37
32194,1,0,52,52
32195,5,0,38,38
32195,28,0,17,17
32196,3,0,20,20
32198,2,0,228,228
32198,9,0,8,8
32198,23,0,2,2
32200,2,176,1297,1473
32200,28,0,27,27
32201,5,2396,127,2523
32203,3,0,14,14
32205,2,0,25,25
32205,9,0,41,41
32206,3,0,12,12
32208,3,0,3,3
32208,12,0,15,15
32208,23,77,133,210
32209,1,0,67,67
32209,23,0,60,60
32211,1,0,197,197
32212,2,0,115,115
32212,12,0,2,2
32214,1,0,39,39
32214,5,0,144,144
32214,23,0,41,41
32215,3,0,3,3
32215,12,0,2,2
32216,23,442,124,566
32217,5,0,41,41
32217,23,0,123,123
32218,3,116,172,288
32220,1,0,21,21
32220,9,0,28,28
32221,1,0,60,60
32221,12,0,2,2
32222,28,0,1,1
32223,23,0,15,15
32224,2,0,83,83
32224,9,0,70,70
32226,1,0,163,163
32226,5,356,208,564
32227,1,0,3,3
32228,28,0,52,52
32228,60,0,4,4
32229,5,1041,145,1186
32229,12,0,14,14
32231,1,0,1,1
32231,5,1338,220,1558
32231,12,0,1,1
32231,28,0,7,7
32231,60,30,5,35
32233,2,0,4,4
32234,1,0,22,22
32239,28,0,21,21
32240,28,113,113,226
32241,1,0,3,3
32244,2,0,320,320
32244,9,0,32,32
32245,5,0,37,37
32246,28,87,0,87
32247,9,0,43,43
32247,28,0,74,74
32248,2,0,111,111
32250,12,0,26,26
32251,3,0,1,1
32251,28,0,42,42
32252,5,0,6,6
32253,12,0,37,37
32254,5,0,9,9
32254,28,360,0,360
32255,2,0,1390,1390
32255,12,0,12,12
32256,2,0,33,33
32257,28,0,34,34
32258,2,0,43,43
32258,9,0,5,5
32258,28,0,26,26
32259,1,0,38,38
32261,1,0,258,258
32261,5,0,52,52
32262,1,0,361,361
32262,9,0,54,54
32264,5,0,6,6
32265,3,0,1,1
32265,12,0,17,17
39444,3,0,1,1
39444,28,874,92,966
39441,5,0,22,22
39439,2,20,10,30
39441,3,0,1,1
39437,1,0,17,17
39438,12,0,49,49
39434,1,0,4,4
39434,23,10,5,15
39426,9,0,29,29
39427,28,0,26,26
39424,1,0,27,27
39424,9,0,15,15
39425,60,0,5,5
39422,2,846,419,1265
39368,2,0,99,99
39368,9,0,48,48
39369,2,1888,191,2079
39365,28,0,72,72
39366,5,0,60,60
39366,23,0,16,16
39363,1,0,43,43
39364,3,0,2,2
39360,3,0,1,1
39360,9,0,34,34
39360,23,0,7,7
38895,5,0,43,43
38891,1,0,5,5
35969,28,2,37,39
35970,9,0,15,15
35970,28,0,70,70
35971,2,0,170,170
35972,9,0,12,12
41400,28,0,167,167
41401,2,110,173,283
41401,9,0,217,217
41400,1,0,48,48
41399,9,0,7,7
41399,23,0,1,1
41396,12,0,11,11
41396,1,0,4,4
41395,12,0,1,1
41395,28,0,4,4
41394,12,0,2,2
41393,1,0,462,462
41391,3,0,22,22
41391,12,0,24,24
41389,60,0,1,1
41390,9,0,70,70
41390,28,0,45,45
41388,28,0,15,15
41385,3,0,1,1
41386,1,0,15,15
41383,5,256,194,450
41382,2,0,197,197
41381,3,0,1,1
41381,12,0,2,2
41380,9,0,9,9
41379,5,153,220,373
41380,1,0,21,21
41378,3,0,6,6
41376,1,0,6,6
41375,3,0,3,3
41373,12,0,2,2
41374,5,405,193,598
41374,9,0,8,8
41371,23,0,1,1
41372,2,0,52,52
41372,9,0,32,32
41370,28,0,9,9
41368,5,0,32,32
41369,3,0,2,2
41367,28,0,41,41
41368,3,0,1,1
41364,12,0,11,11
41363,23,0,3,3
41364,1,0,42,42
38892,3,0,6,6
38889,1,0,23,23
38884,3,0,1,1
38885,28,0,64,64
38886,12,0,10,10
38881,28,0,3,3
38882,5,0,13,13
38883,28,0,57,57
38876,28,0,15,15
38877,28,0,61,61
38878,5,0,1,1
38872,9,0,14,14
38873,1,0,97,97
38873,9,0,44,44
38874,9,0,22,22
38869,5,0,148,148
38870,1,0,198,198
38870,12,0,23,23
38871,1,0,227,227
38865,2,0,134,134
38867,1,0,304,304
38862,1,0,173,173
38862,9,0,74,74
38863,1,0,50,50
38857,1,0,45,45
38858,60,0,1,1
38859,28,0,62,62
38853,5,164,201,365
38855,12,0,2,2
39361,2,0,28,28
39361,9,0,86,86
39361,23,0,45,45
39357,28,0,15,15
39358,3,0,5,5
35973,9,0,11,11
35974,3,0,3,3
35976,9,0,38,38
35977,1,0,216,216
35977,12,0,56,56
35979,9,0,83,83
35980,1,0,294,294
35980,9,0,126,126
35982,1,850,315,1165
35982,5,0,4,4
35983,5,0,1,1
35985,5,0,65,65
35985,28,0,77,77
35986,1,0,18,18
35987,28,0,2,2
35988,2,0,434,434
35989,9,0,35,35
35989,23,0,68,68
35992,5,0,2,2
35992,23,0,62,62
35993,9,0,233,233
35994,23,0,107,107
35994,28,0,67,67
35995,12,0,24,24
35995,60,12,5,17
35997,9,0,24,24
35998,1,0,6,6
35999,9,0,5,5
36002,1,0,62,62
36002,9,0,617,617
36003,3,0,39,39
36003,12,0,1,1
36005,3,0,3,3
36007,1,260,361,621
36007,9,0,70,70
36007,28,0,2,2
36008,3,0,2,2
36008,12,0,1,1
36010,3,0,10,10
36010,9,0,22,22
36011,2,0,52,52
36012,9,0,15,15
36013,2,0,116,116
36013,9,0,26,26
35718,9,0,188,188
35720,5,0,70,70
35720,12,0,4,4
35721,5,0,31,31
35721,12,0,20,20
35722,1,0,244,244
35724,2,0,1,1
35725,1,0,242,242
35726,5,0,281,281
35729,2,0,1,1
35729,12,0,16,16
35732,5,0,139,139
35733,9,0,15,15
35733,28,0,109,109
35735,28,0,62,62
35737,5,0,2,2
35741,5,0,12,12
35741,12,0,10,10
35742,1,0,70,70
35744,5,0,15,15
35744,60,0,4,4
35746,3,0,12,12
35748,12,0,16,16
35750,1,0,5,5
35750,12,0,2,2
35752,1,0,3,3
35755,1,0,1,1
35755,60,0,6,6
35756,3,0,4,4
35758,28,0,11,11
35759,9,0,1,1
35760,1,0,128,128
35761,28,0,13,13
35762,1,0,98,98
35763,9,0,357,357
35765,9,0,22,22
35766,1,0,79,79
35766,28,80,26,106
35767,5,0,14,14
35768,1,0,40,40
41362,60,0,1,1
39358,23,0,2,2
39359,2,64,176,240
39352,9,0,4,4
39354,60,0,15,15
39349,1,0,447,447
39351,12,0,25,25
39352,1,4914,489,5403
39346,9,0,384,384
39348,1,1120,447,1567
39342,1,0,54,54
39342,12,0,1,1
39343,5,0,102,102
39343,23,0,1,1
39344,2,0,51,51
39339,2,0,31,31
39339,12,0,11,11
39340,2,0,367,367
39340,28,84,155,239
39337,3,0,1,1
39337,9,0,73,73
39337,60,0,3,3
39338,3,0,10,10
39338,12,0,6,6
39335,9,0,18,18
39335,60,0,1,1
39333,3,0,3,3
39328,60,0,4,4
39331,1,0,13,13
39326,12,0,16,16
39327,5,0,13,13
39324,5,0,65,65
39324,28,0,57,57
39325,3,0,7,7
39321,2,0,24,24
39321,9,0,6,6
39321,23,0,2,2
39322,2,0,6,6
39322,28,0,7,7
39323,5,0,258,258
39318,9,0,54,54
39319,1,0,14,14
39319,9,0,6,6
39319,23,0,17,17
39320,12,0,2,2
39316,2,0,3,3
36015,5,501,262,763
36016,1,0,3,3
35770,5,0,17,17
35770,28,52,26,78
35771,2,0,166,166
35771,12,0,22,22
35772,1,0,213,213
41363,1,0,32,32
41360,2,0,21,21
41360,9,0,201,201
41360,23,0,8,8
41361,2,0,26,26
41358,1,0,94,94
41359,5,0,217,217
41357,1,0,47,47
41355,9,0,46,46
41356,1,0,7,7
41354,1,0,63,63
41354,9,0,65,65
41354,23,0,5,5
41351,1,0,87,87
41350,1,0,75,75
41348,1,0,45,45
41347,23,0,5,5
41346,1,0,93,93
41346,9,0,32,32
41343,12,0,1,1
41344,23,0,5,5
41341,28,0,52,52
41342,1,0,89,89
41342,9,0,52,52
41342,28,0,45,45
41340,12,0,68,68
41339,3,0,1,1
41339,12,0,20,20
41337,60,0,2,2
41338,9,0,15,15
41337,2,736,444,1180
41336,5,380,227,607
41335,1,0,132,132
41334,9,0,81,81
41333,12,0,17,17
41334,1,0,303,303
41330,23,0,30,30
41331,5,315,158,473
41329,1,0,498,498
38850,1,0,3,3
38851,1,318,358,676
38852,1,1294,299,1593
38845,1,3983,476,4459
38845,12,0,189,189
38841,28,0,200,200
38842,9,0,12,12
38843,12,0,17,17
38844,1,0,47,47
38840,3,0,120,120
39316,12,0,8,8
39317,1,0,38,38
39317,5,0,257,257
39313,3,0,3,3
36017,9,0,2,2
36017,60,48,4,52
36018,3,0,1,1
36018,9,0,5,5
36019,28,0,35,35
36020,2,0,34,34
36022,3,0,46,46
36022,9,0,69,69
36023,5,219,253,472
36025,2,0,4,4
36025,28,0,20,20
36025,60,0,1,1
36026,60,0,35,35
36029,2,0,52,52
36029,60,0,15,15
36030,3,0,13,13
36032,5,0,241,241
36032,12,0,5,5
36033,1,0,9,9
36034,5,0,35,35
36035,1,420,347,767
36035,9,0,158,158
36037,12,0,4,4
36039,1,0,67,67
36043,12,0,89,89
36045,12,0,22,22
36046,9,0,1,1
36046,28,0,99,99
36047,9,0,3,3
36047,28,119,208,327
36050,5,0,53,53
36051,1,0,97,97
36051,28,0,267,267
36052,5,0,112,112
36054,12,0,5,5
36054,28,0,73,73
36055,12,0,22,22
36056,2,0,6,6
36056,12,0,185,185
36058,1,0,136,136
36059,1,0,200,200
36060,2,0,22,22
36061,28,0,56,56
36062,5,0,116,116
36062,12,0,27,27
36063,1,0,425,425
36063,9,0,6,6
36065,12,0,2,2
35773,28,0,59,59
35774,12,0,70,70
35775,3,0,1,1
35778,5,0,24,24
35778,12,0,5,5
35779,2,0,2,2
35781,9,0,13,13
35781,28,0,31,31
35782,1,0,82,82
35783,3,0,15,15
35783,9,0,3,3
35783,28,0,6,6
35784,2,0,46,46
35784,9,0,3,3
35786,9,0,1,1
35786,60,0,29,29
35788,12,0,10,10
35789,2,0,99,99
35789,23,600,124,724
35791,5,0,59,59
35791,60,0,1,1
35792,5,0,24,24
35792,23,0,10,10
35794,1,0,8,8
35795,2,0,20,20
35815,5,0,47,47
35816,9,0,23,23
35818,2,429,249,678
35818,9,0,62,62
35819,5,0,140,140
35819,12,0,9,9
35822,5,0,180,180
35823,9,0,6,6
35825,12,0,22,22
35826,1,126,279,405
35826,12,0,27,27
35827,2,0,1,1
35827,9,0,208,208
35829,28,0,91,91
35831,2,0,39,39
35835,12,0,21,21
35836,12,0,74,74
35839,2,0,18,18
35839,12,0,14,14
32268,9,0,16,16
32268,28,101,0,101
32269,5,298,119,417
39123,28,0,10,10
39124,5,0,75,75
39314,3,0,68,68
39314,12,0,6,6
39315,1,0,31,31
39310,28,0,1,1
39312,5,116,241,357
39312,28,0,61,61
39307,23,0,1,1
39308,2,102,187,289
39310,9,0,9,9
39305,12,0,9,9
39306,1,714,340,1054
39302,1,0,307,307
39302,28,0,83,83
39303,2,0,17,17
39299,28,0,46,46
39300,9,0,17,17
39301,9,0,20,20
39273,5,180,180,360
39273,60,0,5,5
39269,5,1500,313,1813
39270,12,0,3,3
39271,1,0,6,6
39266,9,0,2,2
39268,5,0,7,7
39268,60,0,17,17
39266,2,0,158,158
39264,12,0,6,6
39261,3,0,4,4
39257,1,0,3,3
39255,2,0,124,124
39255,28,0,6,6
35285,5,225,227,452
35285,12,0,25,25
35287,2,0,208,208
35287,12,0,1,1
35287,60,0,10,10
35288,60,0,73,73
35289,3,0,27,27
35289,28,0,103,103
35289,60,0,130,130
35290,5,948,240,1188
35432,1,0,9,9
35432,12,0,2,2
35434,2,0,87,87
36284,28,0,12,12
32271,2,0,246,246
32271,12,0,29,29
32271,28,0,64,64
32271,60,0,5,5
32274,1,0,188,188
32275,1,0,96,96
32275,28,0,24,24
32277,9,0,2,2
32277,60,37,0,37
32278,5,7,2,9
32278,60,30,0,30
32281,3,0,1,1
32281,9,0,25,25
32281,28,0,56,56
32282,1,0,4,4
32283,12,0,1,1
32283,60,50,0,50
32284,5,568,116,684
32286,3,0,1,1
32287,9,0,3,3
32290,9,0,8,8
32292,12,0,2,2
32292,60,0,68,68
32293,3,0,1,1
32295,3,0,1,1
32295,9,0,58,58
32297,12,0,9,9
32299,28,59,59,118
32300,2,8,666,674
32300,28,0,108,108
32301,1,0,124,124
32302,3,5,0,5
32303,1,0,84,84
32303,23,0,23,23
32303,60,0,25,25
32363,1,0,158,158
32366,2,0,110,110
32366,12,0,11,11
32369,2,0,7,7
39124,23,0,49,49
39120,3,0,7,7
39120,9,0,76,76
39121,9,0,299,299
39121,60,0,93,93
39122,3,0,6,6
39117,23,0,49,49
39118,1,0,166,166
39119,23,0,99,99
39119,60,9,8,17
39114,1,0,68,68
39114,60,0,6,6
39117,9,0,80,80
39111,23,0,91,91
39111,28,0,3,3
39112,12,0,4,4
39109,5,156,162,318
39110,12,0,3,3
39107,1,0,169,169
39107,5,0,107,107
39107,23,0,28,28
39107,28,0,4,4
39108,5,0,8,8
39103,23,0,4,4
39104,2,0,98,98
39104,28,0,8,8
39105,5,0,96,96
39106,2,0,61,61
39101,1,0,276,276
39101,5,0,115,115
39101,28,0,106,106
39102,9,0,37,37
39097,5,0,4,4
39099,1,236,304,540
39094,5,0,35,35
39094,23,0,3,3
39096,9,0,1,1
39097,2,0,53,53
39091,2,554,324,878
39091,12,0,6,6
39092,2,0,169,169
39093,9,0,15,15
39088,2,0,35,35
39089,1,0,79,79
39085,9,0,3,3
39086,2,0,27,27
39082,12,0,3,3
39083,2,0,133,133
39083,12,0,9,9
39078,12,0,26,26
39078,28,0,113,113
39079,9,0,2,2
39080,5,0,19,19
39080,28,0,90,90
39253,3,0,60,60
39253,9,0,5,5
39254,1,0,14,14
39251,1,0,4,4
35434,60,0,8,8
35435,5,0,20,20
35436,5,0,118,118
50665,12,0,47,47
50669,12,0,74,74
50672,12,0,40,40
32369,12,0,12,12
32370,2,0,15,15
32370,12,0,12,12
32371,1,553,400,953
39074,12,0,31,31
39075,2,0,1,1
39075,28,0,22,22
39076,5,0,1,1
39069,2,729,214,943
39251,28,0,28,28
39247,9,0,1,1
39247,60,0,16,16
39249,2,0,93,93
39245,28,0,50,50
39247,5,3647,168,3815
39242,60,0,5,5
39243,5,1328,132,1460
39243,28,0,37,37
39240,60,0,24,24
39241,5,67,131,198
39238,9,0,2,2
39239,5,0,70,70
39239,23,0,1,1
39239,60,0,3,3
39237,3,0,4,4
39234,60,0,3,3
39231,60,0,1,1
39231,2,0,9,9
39227,1,0,3,3
39227,9,0,1,1
39229,1,0,28,28
39226,12,0,127,127
39222,1,0,11,11
39223,1,0,23,23
39220,3,0,1,1
39220,60,0,21,21
39218,3,0,2,2
39218,12,0,2,2
39219,1,0,5,5
39216,5,359,164,523
39217,1,0,14,14
39217,5,695,113,808
39215,3,0,4,4
35436,9,0,4,4
35437,3,0,2,2
35438,12,0,1,1
35439,12,4,2,6
35440,1,0,11,11
35441,2,0,29,29
35441,28,0,46,46
35442,2,0,169,169
35443,5,0,66,66
35443,23,0,5,5
35444,3,0,4,4
35445,3,0,5,5
35446,1,0,3,3
35447,28,0,22,22
35448,1,0,4,4
35448,12,0,2,2
35451,12,0,1,1
35452,2,0,20,20
35455,2,0,78,78
35458,1,0,4,4
35458,5,0,20,20
35458,12,0,4,4
35460,1,0,22,22
35460,5,1105,95,1200
35460,60,3145,102,3247
35462,1,0,12,12
35462,28,0,115,115
35463,1,0,26,26
35464,5,0,180,180
35465,1,0,2,2
35465,12,0,1,1
35466,60,442,114,556
35469,1,0,16,16
35469,5,0,113,113
35470,60,27,48,75
35471,5,855,220,1075
36071,5,0,9,9
36071,28,0,186,186
32371,9,0,33,33
32373,2,0,8,8
32373,9,0,22,22
32374,5,0,91,91
32376,28,0,49,49
32377,28,0,102,102
32378,28,0,207,207
32380,1,0,30,30
32381,9,0,3,3
32381,23,0,1,1
32384,1,0,164,164
32384,12,0,5,5
32385,1,0,160,160
32385,12,0,35,35
32387,28,1267,262,1529
32388,5,0,177,177
32388,23,0,1,1
32388,28,405,135,540
32391,12,0,5,5
32391,28,0,40,40
